;id;age;sex;job_description;jobtype;academic_degree;subject;mother_tounge;school_leave_qualification;agent;lang;culture;german_level;english_level;years_experience_any;years_experience_csharp;c_or_cpp;csharp;fsharp;java;js;php;vbnet;other_languages;are_you_serious;boomerang_participant;encountered_distraction;has_heard_presentation;is_twitter_follower;legacy_participant;would_participate_again;how_did_you_find_us;guess_hypothesis;issues;kotzbox;snippets;submitted;created;duplicate;source
60;cd7e549273d94c50b2246c64319c82c5;27;m;Business Application and Development Analyst;angestellt;lehre;Fachinformatiker Fachrichtung Anwendungsentwicklung;de;abi;"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36";"de-DE,de;q=0.8,en-US;q=0.6,en;q=0.4";de;6;4;7;5;1;3;0;1;1;1;3;AutoIt;yes;no;no;no;no;no;yes;Twitter;Ich hab absolut keine Ahnung und auch keine Theorie. Es ging um Code, deswegen war ich interessiert.;;;['readini.semantic.abbrev.html', 'countchildren.semantic.normal.html', 'codestructure.semantic.single.html', 'histogram.syntactic.normal.html', 'concatlists.syntactic.single.html', 'parsequerystring.syntactic.abbrev.html'];2015-05-30T14:38:14.473Z;2015-05-30T14:37:04.349392;False;/static/templates/forms/questions3.de.html
61;4702cac704844bf7af1408fe988d636c;37;m;Configuration Engineer;selbststÃ¤ndig;none;Dipl.-Inform.;de;abi;"Mozilla/5.0 (Windows NT 6.3; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0";"de,en-US;q=0.7,en;q=0.3";de;5;5;16;14;2;4;3;3;3;1;3;Rust, Go, O'Caml, Erlang, Dart, Elixir, Prolog, Python, Perl;yes;no;no;yes;yes;2013;yes;Twitter;Erfahrung <==> FÃ¤higkeit Code zu lesen;"Fokus bei der Eingabe war nicht auf Eingabefeld gesetzt (wenn man Zeilennummer eingeben sollte).
Musste Maus benutzen!!";"Bitte auch ""Keyboard only"" unterstÃ¼tzen.";['concatlists.semantic.single.html', 'parsequerystring.semantic.normal.html', 'histogram.semantic.abbrev.html', 'countchildren.syntactic.single.html', 'codestructure.syntactic.abbrev.html', 'readini.syntactic.normal.html'];2015-05-30T16:34:37.164Z;2015-05-30T16:33:43.264923;False;/static/templates/forms/questions3.de.html
62;a757c193afbc404aae57c2bf0b6ce74e;30;m;Software Engineer;angestellt;ba;Bachelor of science (BA);de;abi;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36";"de-DE,de;q=0.8,en-US;q=0.6,en;q=0.4";de;6;4;10;3;0;4;1;1;4;0;2;Visual Basic 6;yes;no;no;no;no;no;yes;Twitter;Folgen von ungÃ¼nstiger Variablenbenennung und Dokumentation.;;Gerne wÃ¼rde ich von den Resultaten Ã¼ber den Twitteraccount erfahren.;['histogram.semantic.abbrev.html', 'parsequerystring.semantic.single.html', 'concatlists.semantic.normal.html', 'codestructure.syntactic.abbrev.html', 'readini.syntactic.single.html', 'countchildren.syntactic.normal.html'];2015-05-30T21:24:52.227Z;2015-05-30T21:23:38.712854;False;/static/templates/forms/questions3.de.html
63;2032624690e24f458d3a05e0bfa8698c;35;m;Principal Consultant;angestellt;msc;Master;de;abi;"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36";"de-DE,de;q=0.8,en-US;q=0.6,en;q=0.4,it;q=0.2";de;6;6;20;10;1;4;1;2;3;1;2;Pascal, Modula2, PLSQL, TSQL, Cobol, Scala, CoffeeScript, Ruby;yes;no;no;no;no;no;yes;Twitter;Wohin schaut ein Entwickler wenn er Code liest. Wie verhÃ¤lt es sich mit Code Kommentare und Lesbarkeit.;;;['codestructure.semantic.abbrev.html', 'countchildren.semantic.normal.html', 'readini.semantic.single.html', 'concatlists.syntactic.normal.html', 'histogram.syntactic.single.html', 'parsequerystring.syntactic.abbrev.html'];2015-06-01T08:47:11.677Z;2015-06-01T08:46:02.226961;False;/static/templates/forms/questions3.de.html
64;20c2dd965c5a4fe5a4a806b290a143d0;35;m;Entwickler;angestellt;lehre;Fachinformatiker;de;abi;"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko";de-DE;de;4;4;14;12;0;4;0;0;2;2;2;ActionScript, Visual Basic, PHP, JavaScript;yes;no;no;no;no;no;maybe;Empfehlung eines Kollegen;Unterschiede in Dauer des VerstÃ¤ndnisses von gut lesbarem Code zu schlecht lesbarem Code (Variablen nur mit einzelnen Buchstaben benannt). Test, ob sich Codelesbarkeit auf reines SyntaxverstÃ¤ndnis auswirkt.;nein;Hat SpaÃŸ gemacht.;['codestructure.semantic.abbrev.html', 'countchildren.semantic.single.html', 'readini.semantic.normal.html', 'histogram.syntactic.abbrev.html', 'concatlists.syntactic.normal.html', 'parsequerystring.syntactic.single.html'];2015-06-09T10:27:47.743Z;2015-06-09T10:26:25.002587;False;/static/templates/forms/questions3.de.html
65;db660a798526421cbcdab7866cbc0bcf;35;m;Softwareentwickler;angestellt;msc;Dipl.-Ing. Informatik (BA);de;abi;"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0";"de,en-US;q=0.7,en;q=0.3";de;6;4;10;6;2;3;1;1;1;1;0;;yes;no;no;yes;no;no;maybe;Empfehlung eines Kollegen;Lesbarkeit von Code, Benennung von Variablen etc.;;;['histogram.semantic.normal.html', 'parsequerystring.semantic.abbrev.html', 'concatlists.semantic.single.html', 'readini.syntactic.normal.html', 'countchildren.syntactic.abbrev.html', 'codestructure.syntactic.single.html'];2015-06-09T13:15:09.690Z;2015-06-09T13:13:46.743783;False;/static/templates/forms/questions3.de.html
66;c672ce9398d04212a5798966870e5dd8;30;m;Softwareentwickler;angestellt;ba;Bachelor of Science;it;abi;"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0";"en-US,en;q=0.7,de;q=0.3";de;6;4;7;5;3;3;0;1;2;1;3;;yes;no;no;no;no;no;maybe;Kollege;Keine Ahnung :D;"Ja, wenn man mit dem Firefox (38.0.5) auf ""ZurÃ¼ck zum Code"" klickt, kommt man danach durch das DrÃ¼cken auf die Leertaste nicht weiter, ausser man hÃ¤lt die Leertaste gedrÃ¼ckt und klickt in ein Feld rein.";;['parsequerystring.semantic.normal.html', 'histogram.semantic.single.html', 'concatlists.semantic.abbrev.html', 'readini.syntactic.normal.html', 'countchildren.syntactic.single.html', 'codestructure.syntactic.abbrev.html'];2015-06-10T14:57:34.741Z;2015-06-10T14:56:10.007417;False;/static/templates/forms/questions3.de.html
67;833fa3166cc847fea5bcb568bdc32226;45;m;Softwaredesigner;angestellt;none;-;de;abi;"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko";de-DE;de;5;4;20;12;2;4;0;1;1;1;2;;yes;no;no;yes;no;no;yes;Twitter;Eigene EinschÃ¤tzung der ProgrammierfÃ¤higkeiten im VerhÃ¤ltnis zum schnellen Analysieren von Quelltexten.;Ja, mit Chrome kam ich nicht durch die Einweisung (Scrollen).;;['countchildren.semantic.normal.html', 'codestructure.semantic.abbrev.html', 'readini.semantic.single.html', 'parsequerystring.syntactic.normal.html', 'concatlists.syntactic.abbrev.html', 'histogram.syntactic.single.html'];2015-06-11T08:23:27.636Z;2015-06-11T08:22:01.782088;False;/static/templates/forms/questions3.de.html
68;60e3920a39df484c9539862682c3c779;44;m;Senior Consultant IT Development;angestellt;msc;Diplom Informatiker der Medizin;de;abi;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36";"de,de-DE;q=0.8,en-US;q=0.6,en;q=0.4";de;6;4;15;12;0;4;1;1;2;1;3;Smalltalk;yes;no;no;yes;yes;no;yes;Twitter;Lesbarkeit von Quellcode;;;['histogram.semantic.single.html', 'concatlists.semantic.normal.html', 'parsequerystring.semantic.abbrev.html', 'countchildren.syntactic.normal.html', 'codestructure.syntactic.abbrev.html', 'readini.syntactic.single.html'];2015-06-11T08:36:09.152Z;2015-06-11T08:34:43.186373;False;/static/templates/forms/questions3.de.html
69;6998b38b9e9f4c069aaf4999b68014df;33;m;Software Ingenieur;angestellt;msc;Dipl. Ing. Informatik;de;none;"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0";"en-US,en;q=0.5";de;6;5;10;4;1;4;2;1;1;0;0;;yes;no;no;no;no;no;yes;;Wie verschiedene Personen Code lesen;;;['concatlists.semantic.single.html', 'histogram.semantic.abbrev.html', 'parsequerystring.semantic.normal.html', 'countchildren.syntactic.abbrev.html', 'codestructure.syntactic.single.html', 'readini.syntactic.normal.html'];2015-06-11T11:30:32.344Z;2015-06-11T11:29:05.580636;False;/static/templates/forms/questions3.de.html
70;8462cc5900c344efb2dd7dabc36a6eec;36;m;Softwareentwickler;angestellt;ba;Mathematisch-Technischer Softwareentwickler;de;abi;"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36";"de-DE,de;q=0.8,en-US;q=0.6,en;q=0.4";de;5;5;5;5;1;4;2;2;1;0;1;Haskell;yes;no;no;no;no;no;yes;Twitter;Ich denke, dass die Lesbarkeit von Source Code untersucht wurde. Ich kann mir vorstellen, dass unter anderem im Nachhinein ausgewertet wird, wir lange fÃ¼r die Korrekturen benÃ¶tigt wurde und wie oft der Proband dabei zu den Kommentaren navigieren musste. Dies kann man z.B. in VerhÃ¤ltnis zu der Aussagekraft der verwendeten Codebeispiele und Variablen- und Methodennamen setzen.;;Das war interessant, ich bin an den Ergebnissen interessiert.;['histogram.semantic.normal.html', 'parsequerystring.semantic.single.html', 'concatlists.semantic.abbrev.html', 'codestructure.syntactic.abbrev.html', 'countchildren.syntactic.normal.html', 'readini.syntactic.single.html'];2015-06-11T14:08:23.483Z;2015-06-11T14:06:59.149592;False;/static/templates/forms/questions3.de.html
71;a4d27d625ae84572b00e8c7f88a7e23c;32;m;Software Architekt;angestellt;msc;Dipl. Inf. Ing. FH;de;hauptschule;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36";"en-US,en;q=0.8";de;6;5;8;8;0;4;1;1;0;1;1;;yes;no;no;no;no;no;yes;Empfehlung eines Kollegen;Der Einfluss von Lesbarkeit und klarer Namensgebung auf das einfache Verstehen und finden von Fehlern im Code;;;['parsequerystring.semantic.normal.html', 'histogram.semantic.abbrev.html', 'concatlists.semantic.single.html', 'readini.syntactic.single.html', 'codestructure.syntactic.normal.html', 'countchildren.syntactic.abbrev.html'];2015-06-11T17:33:08.848Z;2015-06-11T17:31:42.289996;False;/static/templates/forms/questions3.de.html
