participant;trial;task_order;snippet;task;condition;state;linenumber;expected_linenumber;correction;description;duration_s;dialog_s;first_impression_s;thinking_time_s;distance_traveled;average_position;moves
2fca3f8b6ed24867bdbb6bd798700668;3;0;parsequerystring;syntactic;abbrev;success;19;19;"string pmt = stt[1];";;26.659;8.799;17.86;8.799;22.0;13.772727272727273;22
2fca3f8b6ed24867bdbb6bd798700668;4;1;histogram;syntactic;single;success;18;18;"c[e] += 1;";;68.831;11.649;30.18;38.651;45.0;11.755555555555556;45
2fca3f8b6ed24867bdbb6bd798700668;5;2;concatlists;syntactic;normal;success;21;21;"result[index + length] = second;";;71.142;8.43;62.712;8.43;54.0;12.5;54
a21c1635c8354afda4c1ec3355ccf1c7;0;0;codestructure;semantic;normal;success;18;18;"structure.Add(character);";;147.789;33.423;35.352;112.437;75.0;12.133333333333333;75
a21c1635c8354afda4c1ec3355ccf1c7;1;1;readini;semantic;abbrev;success;21;21;"stt.Add(idn, prp);";;87.768;12.8;74.968;12.8;46.0;11.173913043478262;46
a21c1635c8354afda4c1ec3355ccf1c7;2;2;countchildren;semantic;single;success;17;17;"int h = int.Parse(f[g]);";;81.674;9.035;72.639;9.035;53.0;10.18867924528302;53
a21c1635c8354afda4c1ec3355ccf1c7;3;0;parsequerystring;syntactic;normal;success;19;19;"string parameterValue = setting[1];";;84.61;8.337;76.273;8.337;34.0;13.735294117647058;34
a21c1635c8354afda4c1ec3355ccf1c7;4;1;histogram;syntactic;single;success;18;18;"c[e] += 1;";;46.997;9.293;37.704;9.293;13.0;10.0;13
a21c1635c8354afda4c1ec3355ccf1c7;5;2;concatlists;syntactic;abbrev;success;21;21;"rsl[idx + len] = scn;";;35.964;6.531;29.433;6.531;16.0;11.5;16
d11574130185422aae71a8efd590cef8;0;0;countchildren;semantic;normal;success;17;17;"int personAge = int.Parse(numbers[index]);";;197.954;18.639;179.315;18.639;118.0;11.923728813559322;118
d11574130185422aae71a8efd590cef8;1;1;readini;semantic;single;success;21;21;"c.Add(g, h);";;500.507;14.177;486.33;14.177;232.0;11.112068965517242;232
d11574130185422aae71a8efd590cef8;2;2;codestructure;semantic;abbrev;success;18;18;"blc.Add(str);";;114.031;12.287;101.744;12.287;85.0;9.6;85
d11574130185422aae71a8efd590cef8;3;0;concatlists;syntactic;normal;success;21;21;"result[index + length] = second;";;116.13;9.242;106.888;9.242;110.0;12.945454545454545;110
d11574130185422aae71a8efd590cef8;4;1;parsequerystring;syntactic;single;success;19;19;"string h = f[1];";;48.612;9.453;39.159;9.453;15.0;9.266666666666667;15
d11574130185422aae71a8efd590cef8;5;2;histogram;syntactic;abbrev;success;18;18;"frq[chr] += 1;";;96.221;9.022;87.199;9.022;21.0;10.047619047619047;21
13a7c90dc4244362968b8a2b45fd6f4f;0;0;concatlists;semantic;normal;success;21;21;"result[index + length + 1] = second;";;110.522;32.045;78.477;32.045;48.0;13.291666666666666;48
13a7c90dc4244362968b8a2b45fd6f4f;1;1;histogram;semantic;single;success;18;18;"c[e] += 1;";;69.082;12.812;56.27;12.812;17.0;11.764705882352942;17
13a7c90dc4244362968b8a2b45fd6f4f;2;2;parsequerystring;semantic;abbrev;success;19;19;"string pmt = stt[1];";;74.26;12.882;61.378;12.882;31.0;12.161290322580646;31
13a7c90dc4244362968b8a2b45fd6f4f;3;0;countchildren;syntactic;normal;success;17;17;"int personAge = int.Parse(numbers[index]);";;166.099;10.922;155.176;10.922;92.0;11.76086956521739;92
13a7c90dc4244362968b8a2b45fd6f4f;4;1;readini;syntactic;single;success;21;21;"c.Add(g, h);";;64.84;9.191;55.649;9.191;55.0;14.236363636363636;55
13a7c90dc4244362968b8a2b45fd6f4f;5;2;codestructure;syntactic;abbrev;success;18;18;"str.Add(chr);";;135.033;5.506;129.527;5.506;138.0;12.057971014492754;138
f1ecc0e6316342f28bc6912466ba9e27;0;0;histogram;semantic;abbrev;success;18;18;"frq[chr] = idx;";;533.022;47.138;312.452;220.569;95.0;12.08421052631579;95
f1ecc0e6316342f28bc6912466ba9e27;1;1;concatlists;semantic;single;success;21;21;"e[f + d] = h;";;436.794;15.794;414.572;22.222;108.0;14.694444444444445;108
f1ecc0e6316342f28bc6912466ba9e27;2;2;parsequerystring;semantic;normal;success;19;19;"string parameterValue = setting[1];";;112.139;21.112;91.027;21.112;71.0;12.267605633802816;71
f1ecc0e6316342f28bc6912466ba9e27;3;0;readini;syntactic;abbrev;success;21;21;"stt.Add(idn, prp);";;69.81;10.006;59.804;10.006;19.0;12.947368421052632;19
f1ecc0e6316342f28bc6912466ba9e27;4;1;codestructure;syntactic;single;success;18;18;"d.Add(f);";;416.002;8.958;407.044;8.958;178.0;12.865168539325843;178
f1ecc0e6316342f28bc6912466ba9e27;5;2;countchildren;syntactic;normal;success;17;17;"int personAge = int.Parse(numbers[index]);";;105.055;30.676;74.379;30.676;33.0;16.03030303030303;33
6ea962eec5e54bfa961a4bf04f6e7c5d;0;0;concatlists;semantic;abbrev;success;21;21;"rsl[idx + len] = scn;";der zweite Wert muss in den zweiten Teil des Rückgabewerts geschrieben werden;208.518;92.047;116.471;92.047;104.0;11.423076923076923;104
6ea962eec5e54bfa961a4bf04f6e7c5d;1;1;parsequerystring;semantic;normal;success;19;19;"string parameterValue = setting[1];";es wurde auf falsches Array zugegriffen;124.011;56.675;67.336;56.675;95.0;15.884210526315789;95
6ea962eec5e54bfa961a4bf04f6e7c5d;2;2;histogram;semantic;single;success;18;18;"c[e] = c[e] + 1;";die Häufigkeit muss um 1 erhöht werden;157.005;56.763;100.242;56.763;100.0;10.74;100
6ea962eec5e54bfa961a4bf04f6e7c5d;3;0;countchildren;syntactic;abbrev;success;17;17;"int prs = int.Parse(num[idx]);";;67.962;14.859;53.103;14.859;25.0;14.44;25
6ea962eec5e54bfa961a4bf04f6e7c5d;4;1;readini;syntactic;normal;success;21;21;"settings.Add(identifier, property);";;50.479;11.692;38.787;11.692;29.0;9.241379310344827;29
6ea962eec5e54bfa961a4bf04f6e7c5d;5;2;codestructure;syntactic;single;success;18;18;"d.Add(f);";;141.079;9.866;131.213;9.866;76.0;13.618421052631579;76
c94b600e2e8d4806ad269fa74b182f59;0;0;parsequerystring;semantic;abbrev;success;19;19;"string pmt = stt.FirstOrDefault();";;135.802;59.388;76.414;59.388;118.0;12.330508474576272;118
c94b600e2e8d4806ad269fa74b182f59;1;1;histogram;semantic;single;success;18;18;"c[e] += 1;";;102.278;8.293;93.985;8.293;50.0;9.98;50
c94b600e2e8d4806ad269fa74b182f59;2;2;concatlists;semantic;normal;success;21;21;"result[index + length] = second;";;99.018;11.191;87.826;11.191;88.0;11.579545454545455;88
c94b600e2e8d4806ad269fa74b182f59;3;0;codestructure;syntactic;abbrev;success;18;18;"str.Add(chr);";;58.631;7.218;51.413;7.218;46.0;11.673913043478262;46
c94b600e2e8d4806ad269fa74b182f59;4;1;countchildren;syntactic;single;success;17;17;"int h = int.Parse(f[g]);";;62.014;10.985;51.029;10.985;73.0;12.863013698630137;73
c94b600e2e8d4806ad269fa74b182f59;5;2;readini;syntactic;normal;success;21;21;"settings.Add(identifier, property);";;41.445;10.329;31.116;10.329;29.0;13.241379310344827;29
3a065afdd2764ec0ba20b3116417e688;0;0;concatlists;semantic;abbrev;success;21;21;"rsl[idx + len] = scn;";;415.474;37.436;378.038;37.436;262.0;13.267175572519085;262
3a065afdd2764ec0ba20b3116417e688;1;1;histogram;semantic;normal;success;18;18;"frequencies[character] += 1;";;232.14;10.222;221.918;10.222;125.0;10.92;125
3a065afdd2764ec0ba20b3116417e688;2;2;parsequerystring;semantic;single;success;19;19;"string h = f[1];";;124.899;13.691;111.208;13.691;104.0;12.365384615384615;104
3a065afdd2764ec0ba20b3116417e688;3;0;readini;syntactic;abbrev;success;21;21;"stt.Add(idn, prp);";;72.641;17.902;47.976;24.665;35.0;14.8;35
3a065afdd2764ec0ba20b3116417e688;4;1;codestructure;syntactic;normal;success;18;18;"structure.Add(character);";;100.249;9.121;91.128;9.121;42.0;12.928571428571429;42
3a065afdd2764ec0ba20b3116417e688;5;2;countchildren;syntactic;single;success;17;17;"int h = int.Parse(f[g]);";;43.7;9.124;34.576;9.124;23.0;14.130434782608695;23
ac4b21c3cf9645318c244d477ba6410e;0;0;concatlists;semantic;single;success;21;21;"e[f + d] = h;";der fte wert aus der collection die angefügt werden soll, muss in die hintere hälfte des neu erzeugten arrays zugewiesen werden;309.9;97.173;111.415;198.485;334.0;13.646706586826348;334
ac4b21c3cf9645318c244d477ba6410e;1;1;histogram;semantic;normal;success;18;18;"frequencies[character] += 1;";jedes auftreten von character hat die gleiche gewichtung (1) und ist unabhängig von der position im string;179.693;62.354;117.339;62.354;169.0;11.319526627218934;169
ac4b21c3cf9645318c244d477ba6410e;2;2;parsequerystring;semantic;abbrev;success;19;19;"string pmt = stt[1];";der parameter value steht rechts vom = und ist nicht der zweite part;123.49;55.483;68.007;55.483;107.0;10.485981308411215;107
ac4b21c3cf9645318c244d477ba6410e;3;0;codestructure;syntactic;single;success;18;18;"d.Add(f);";"no javascript here ;)";54.861;21.885;32.976;21.885;15.0;11.0;15
ac4b21c3cf9645318c244d477ba6410e;4;1;readini;syntactic;normal;success;21;21;"settings.Add(identifier, property);";methoden aufruf, kein indexer;50.53;24.653;25.877;24.653;17.0;12.0;17
ac4b21c3cf9645318c244d477ba6410e;5;2;countchildren;syntactic;abbrev;success;17;17;"int prs = int.Parse(num[idx]);";variablezuweisung;35.801;17.349;18.452;17.349;22.0;13.954545454545455;22
73190a68154f4a0cbe623c9181c0052c;0;0;codestructure;semantic;single;success;18;18;"d.Add(f);";;148.733;17.809;130.924;17.809;94.0;12.287234042553191;94
73190a68154f4a0cbe623c9181c0052c;1;1;countchildren;semantic;abbrev;success;17;17;"int prs = int.Parse(num[idx]);";;138.85;14.75;124.1;14.75;70.0;11.285714285714286;70
73190a68154f4a0cbe623c9181c0052c;2;2;readini;semantic;normal;success;21;21;"settings.Add(identifier, property);";;70.245;14.683;55.562;14.683;19.0;12.947368421052632;19
73190a68154f4a0cbe623c9181c0052c;3;0;concatlists;syntactic;abbrev;success;21;21;"rsl[idx + len] = scn;";;94.597;7.941;86.656;7.941;47.0;14.340425531914894;47
73190a68154f4a0cbe623c9181c0052c;4;1;histogram;syntactic;normal;success;18;18;"frequencies[character] += 1;";;64.583;9.204;55.379;9.204;23.0;12.217391304347826;23
73190a68154f4a0cbe623c9181c0052c;5;2;parsequerystring;syntactic;single;success;19;19;"string h = f[1];";;43.594;8.313;35.281;8.313;21.0;13.571428571428571;21
01734d33189a41c18b2a4a882c66bb9f;0;0;codestructure;semantic;abbrev;success;18;18;"str.Add(chr);";"Es muss in die richtige Collection geschrieben werden. Besseres Design:blc gar nicht beschreibbar machen. ;)";95.436;36.744;58.692;36.744;60.0;13.133333333333333;60
01734d33189a41c18b2a4a882c66bb9f;1;1;readini;semantic;single;success;21;21;"c.Add(g, h);";Value merken, nicht die ganze Zeile. Saubere Benennung hilft!;75.472;35.256;40.216;35.256;56.0;13.392857142857142;56
01734d33189a41c18b2a4a882c66bb9f;2;2;countchildren;semantic;normal;success;17;17;"int personAge = int.Parse(numbers[index]);";Richtigen Index verwenden, nicht den Counter.;48.019;14.355;33.664;14.355;30.0;14.366666666666667;30
01734d33189a41c18b2a4a882c66bb9f;3;0;histogram;syntactic;single;success;18;18;"c[e] += 1;";;48.373;30.532;17.841;30.532;14.0;10.5;14
01734d33189a41c18b2a4a882c66bb9f;4;1;parsequerystring;syntactic;abbrev;success;19;19;"string pmt = stt[1];";;17.555;5.794;11.761;5.794;14.0;10.5;14
01734d33189a41c18b2a4a882c66bb9f;5;2;concatlists;syntactic;normal;success;21;21;"result[index + length] = second;";;27.503;3.568;23.935;3.568;23.0;12.391304347826088;23
1038a7e9bfff41cb92c4f094cab3bb3a;0;0;concatlists;semantic;normal;success;21;21;"result[index + length] = second;";;115.774;46.303;51.17;64.604;113.0;13.15929203539823;113
1038a7e9bfff41cb92c4f094cab3bb3a;1;1;histogram;semantic;abbrev;success;18;18;"frq[chr] += 1;";;97.98;10.998;86.982;10.998;49.0;12.448979591836734;49
1038a7e9bfff41cb92c4f094cab3bb3a;2;2;parsequerystring;semantic;single;success;19;19;"string h = f[1];";;65.307;20.616;44.691;20.616;70.0;12.728571428571428;70
1038a7e9bfff41cb92c4f094cab3bb3a;3;0;codestructure;syntactic;single;success;18;18;"d.Add(f);";;17.714;5.441;12.273;5.441;18.0;12.333333333333334;18
1038a7e9bfff41cb92c4f094cab3bb3a;4;1;readini;syntactic;abbrev;success;21;21;"stt.Add(idn, prp);";;21.491;9.276;12.215;9.276;21.0;13.714285714285714;21
1038a7e9bfff41cb92c4f094cab3bb3a;5;2;countchildren;syntactic;normal;success;17;17;"int personAge = int.Parse(numbers[index]);";;214.038;27.89;178.026;36.012;202.0;15.044554455445544;202
354429b16adf4c07902475fcdc595661;0;0;concatlists;semantic;abbrev;success;21;21;"rsl[len + idx] = scn;";;117.259;43.712;63.931;53.328;88.0;14.045454545454545;88
354429b16adf4c07902475fcdc595661;1;1;parsequerystring;semantic;single;success;19;19;"string h = f[1];";;58.607;10.504;48.103;10.504;81.0;9.802469135802468;81
354429b16adf4c07902475fcdc595661;2;2;histogram;semantic;normal;success;18;18;"frequencies[character]++;";;47.834;10.598;37.236;10.598;16.0;11.375;16
354429b16adf4c07902475fcdc595661;3;0;countchildren;syntactic;normal;success;17;17;"int personAge = int.Parse(numbers[index]);";;23.946;6.706;17.24;6.706;20.0;13.2;20
354429b16adf4c07902475fcdc595661;4;1;codestructure;syntactic;single;success;18;18;"d.Add(f);";;116.449;7.431;109.018;7.431;111.0;12.243243243243244;111
354429b16adf4c07902475fcdc595661;5;2;readini;syntactic;abbrev;success;21;21;"stt.Add(idn, prp);";;32.153;5.542;26.611;5.542;16.0;11.5;16
cd7e549273d94c50b2246c64319c82c5;0;0;readini;semantic;abbrev;success;21;21;"stt.Add(idn, prp);";Es sollte als zweiter Wert auch der Wert in das Dictionary eingetragen werden, nicht die gesamte Zeile.;96.661;40.522;56.139;40.522;69.0;10.608695652173912;69
cd7e549273d94c50b2246c64319c82c5;1;1;countchildren;semantic;normal;success;17;17;"int personAge = int.Parse(numbers[index]);";"In der Schleife muss auf den ""index"" des Arrays Zugegriffen werden, nicht über den Counter der ""Children"".";92.371;39.362;53.008;39.362;23.0;14.130434782608695;23
cd7e549273d94c50b2246c64319c82c5;2;2;codestructure;semantic;single;success;18;18;"d.Add(f);";f sollte zur Liste d hinzugefügt werden, nicht zu der Liste der Block-Zeichen (c).;127.137;43.53;83.607;43.53;119.0;10.285714285714286;119
cd7e549273d94c50b2246c64319c82c5;3;0;histogram;syntactic;normal;success;18;18;"frequencies[character] += 1;";+- ist keine gültige Operation, hier sollte der Wert im Array hochgezählt werden.;80.42;39.988;40.432;39.988;15.0;11.0;15
cd7e549273d94c50b2246c64319c82c5;4;1;concatlists;syntactic;single;success;21;21;"e[f + d] = h;";Das Semikolon wurde vergessen.;50.142;12.779;37.363;12.779;33.0;11.030303030303031;33
cd7e549273d94c50b2246c64319c82c5;5;2;parsequerystring;syntactic;abbrev;success;19;19;"string pmt = stt[1];";Die öffnende Klammer für den Zugriff auf ein Array-Element via Index muss eckig und nicht geschweift sein.;71.439;40.591;30.848;40.591;29.0;13.448275862068966;29
4702cac704844bf7af1408fe988d636c;0;0;concatlists;semantic;single;success;21;21;"e[f + d] = h;";Beim Konkatenieren sollten die zwei Listen aneinandergehängt werden.;169.09;106.224;42.005;127.085;123.0;14.715447154471544;123
4702cac704844bf7af1408fe988d636c;1;1;parsequerystring;semantic;normal;success;19;19;"string parameterValue = setting[1];";Es wird der Wert aus dem falschen Array gelesen;115.902;34.41;81.492;34.41;114.0;14.570175438596491;114
4702cac704844bf7af1408fe988d636c;2;2;histogram;semantic;abbrev;success;18;18;"frq[chr] += 1;";Die Frequenz wird um eins und nicht um die Position erhöht;88.693;36.089;52.604;36.089;64.0;13.6875;64
4702cac704844bf7af1408fe988d636c;3;0;countchildren;syntactic;single;success;17;17;"int h = int.Parse(f[g]);";Sollte eine Zuweisung sein;80.01;23.856;56.154;23.856;66.0;13.151515151515152;66
4702cac704844bf7af1408fe988d636c;4;1;codestructure;syntactic;abbrev;success;18;18;"str.Add(chr);";Semikolon ist zum Abschluss einer Anweisung notwendig;42.554;22.147;20.407;22.147;16.0;11.5;16
4702cac704844bf7af1408fe988d636c;5;2;readini;syntactic;normal;success;21;21;"settings.Add(identifier, property);";Falschen Klammertyp verwendet;32.508;18.143;14.365;18.143;23.0;12.391304347826088;23
a757c193afbc404aae57c2bf0b6ce74e;0;0;histogram;semantic;abbrev;success;18;18;"frq[chr] += 1;";Das Anzahl des Zeichens soll um 1 erhöht werden. Statt dessen wurde es um den Index der Position innerhalb des Strings erhöht.;283.077;81.237;201.84;81.237;76.0;12.355263157894736;76
a757c193afbc404aae57c2bf0b6ce74e;1;1;parsequerystring;semantic;single;success;19;19;"string h = f[1];";Nutzung falscher Variable.;341.997;26.321;315.676;26.321;337.0;12.035608308605342;337
a757c193afbc404aae57c2bf0b6ce74e;2;2;concatlists;semantic;normal;success;21;21;"result[index + length] = second;";Werte aus dem zweiten Array sollen erst hinter den kompletten Satz aus Array 1 geschrieben werden.;552.656;62.78;489.876;62.78;165.0;14.303030303030303;165
a757c193afbc404aae57c2bf0b6ce74e;3;0;codestructure;syntactic;abbrev;success;18;18;"str.Add(chr);";;121.142;18.717;102.425;18.717;90.0;9.866666666666667;90
a757c193afbc404aae57c2bf0b6ce74e;4;1;readini;syntactic;single;success;21;21;"c.Add(g, h);";;49.104;16.176;29.162;19.942;28.0;13.857142857142858;28
a757c193afbc404aae57c2bf0b6ce74e;5;2;countchildren;syntactic;normal;success;17;17;"int personAge = int.Parse(numbers[index]);";;78.58;8.709;69.87;8.709;24.0;14.25;24
2032624690e24f458d3a05e0bfa8698c;0;0;codestructure;semantic;abbrev;success;18;18;"str.Add(chr);";str wird nie gesetzt.   Ich verstehe vom Kommentar nicht was die Funktion eigentlich machen soll...;186.611;77.126;78.705;107.906;232.0;12.53448275862069;232
2032624690e24f458d3a05e0bfa8698c;1;1;countchildren;semantic;normal;success;17;17;"int personAge = int.Parse(numbers[children]);";int.Parse throwed exception wenn string nicht Zahl enthält;120.187;25.637;94.549;25.637;177.0;13.429378531073446;177
2032624690e24f458d3a05e0bfa8698c;2;2;readini;semantic;single;success;21;21;"c.Add(g, h);";;53.048;6.103;46.945;6.103;137.0;11.321167883211679;137
2032624690e24f458d3a05e0bfa8698c;3;0;concatlists;syntactic;normal;success;21;21;result[index + length] = second;;173.991;17.742;28.723;145.268;172.0;14.866279069767442;172
2032624690e24f458d3a05e0bfa8698c;4;1;histogram;syntactic;single;success;18;18;"c[e] +- 1;";;43.601;4.904;38.697;4.904;32.0;12.65625;32
2032624690e24f458d3a05e0bfa8698c;5;2;parsequerystring;syntactic;abbrev;success;19;19;"string pmt = stt{1];";;33.807;4.441;29.366;4.441;32.0;9.375;32
20c2dd965c5a4fe5a4a806b290a143d0;0;0;codestructure;semantic;abbrev;success;18;18;"str.Add(chr);";;356.623;120.36;224.351;132.272;174.0;13.275862068965518;174
20c2dd965c5a4fe5a4a806b290a143d0;1;1;countchildren;semantic;single;success;17;17;"int h = int.Parse(f[g]);";;174.614;18.773;155.841;18.773;204.0;9.343137254901961;204
20c2dd965c5a4fe5a4a806b290a143d0;2;2;readini;semantic;normal;success;21;21;"settings.Add(identifier, property);";;115.578;24.03;91.548;24.03;17.0;10.823529411764707;17
20c2dd965c5a4fe5a4a806b290a143d0;3;0;histogram;syntactic;abbrev;success;18;18;"frq[chr] += 1;";;72.083;22.283;49.8;22.283;22.0;11.409090909090908;22
20c2dd965c5a4fe5a4a806b290a143d0;4;1;concatlists;syntactic;normal;success;21;21;"result[index + length] = second;";;58.641;9.94;48.701;9.94;19.0;12.68421052631579;19
20c2dd965c5a4fe5a4a806b290a143d0;5;2;parsequerystring;syntactic;single;success;19;19;"string h = f[1];";;55.558;15.871;39.687;15.871;13.0;10.0;13
db660a798526421cbcdab7866cbc0bcf;0;0;histogram;semantic;normal;success;18;18;"frequencies[character] += 1;";;353.052;23.316;329.736;23.316;66.0;11.515151515151516;66
db660a798526421cbcdab7866cbc0bcf;1;1;parsequerystring;semantic;abbrev;success;19;19;"string pmt = stt[1];";;102.794;12.963;89.831;12.963;32.0;11.875;32
db660a798526421cbcdab7866cbc0bcf;2;2;concatlists;semantic;single;success;21;21;"e[f * 2] = h;";;146.932;10.959;135.973;10.959;56.0;13.392857142857142;56
db660a798526421cbcdab7866cbc0bcf;3;0;readini;syntactic;normal;success;21;21;"settings.Add(identifier, property);";;60.908;8.805;52.103;8.805;21.0;9.428571428571429;21
db660a798526421cbcdab7866cbc0bcf;4;1;countchildren;syntactic;abbrev;success;17;17;"int prs = int.Parse(num[idx]);";;149.327;7.731;141.596;7.731;48.0;15.0;48
db660a798526421cbcdab7866cbc0bcf;5;2;codestructure;syntactic;single;success;18;18;"d.Add(f);";;54.036;7.284;46.752;7.284;19.0;12.526315789473685;19
c672ce9398d04212a5798966870e5dd8;0;0;parsequerystring;semantic;normal;success;19;19;"string parameterValue = setting[1];";Der Wert steckt in setting nicht in parts;144.911;32.191;112.72;32.191;59.0;12.084745762711865;59
c672ce9398d04212a5798966870e5dd8;1;1;histogram;semantic;single;success;18;18;"c[e] += 1;";Der Wert muss um 1 nicht um d erhöht werden;102.988;30.551;72.437;30.551;47.0;11.0;47
c672ce9398d04212a5798966870e5dd8;2;2;concatlists;semantic;abbrev;success;21;21;"rsl[idx + str.length] = scn;";Das 2. Array ist immer um die Länge des 1. Arrays versetzt.;228.8;127.91;82.091;146.709;81.0;15.728395061728396;81
c672ce9398d04212a5798966870e5dd8;3;0;readini;syntactic;normal;success;21;21;"settings.Add(identifier, property);";Eckige Klammer war falsch;132.041;17.927;114.114;17.927;78.0;14.576923076923077;78
c672ce9398d04212a5798966870e5dd8;4;1;countchildren;syntactic;single;success;17;17;"int h = int.Parse(f[g]);";statt - muss ein = hin;195.259;71.204;38.798;156.461;114.0;14.394736842105264;114
c672ce9398d04212a5798966870e5dd8;5;2;codestructure;syntactic;abbrev;success;18;18;"str.Add(chr);";Semikolon;50.698;15.363;35.335;15.363;33.0;13.333333333333334;33
833fa3166cc847fea5bcb568bdc32226;0;0;countchildren;semantic;normal;success;17;17;"int personAge = int.Parse(numbers[index]);";Falsche Variable für Index;395.987;21.646;374.341;21.646;325.0;13.326153846153845;325
833fa3166cc847fea5bcb568bdc32226;1;1;codestructure;semantic;abbrev;success;18;18;"str.Add(chr);";;120.555;12.125;108.43;12.125;116.0;12.517241379310345;116
833fa3166cc847fea5bcb568bdc32226;2;2;readini;semantic;single;success;21;21;"c.Add(g, h);";;194.734;29.555;121.335;73.398;170.0;12.994117647058824;170
833fa3166cc847fea5bcb568bdc32226;3;0;parsequerystring;syntactic;normal;success;19;19;"string parameterValue = setting[1];";;29.434;8.395;21.039;8.395;15.0;11.0;15
833fa3166cc847fea5bcb568bdc32226;4;1;concatlists;syntactic;abbrev;success;21;21;"rsl[idx + len] = scn;";;431.148;6.694;424.454;6.694;356.0;14.224719101123595;356
833fa3166cc847fea5bcb568bdc32226;5;2;histogram;syntactic;single;success;18;18;"c[e] += 1;";;75.755;10.958;64.797;10.958;75.0;11.04;75
60e3920a39df484c9539862682c3c779;0;0;histogram;semantic;single;success;18;18;"c[e] += 1;";Der Zähler des einzelnen Characters sollte nur um eins erhöht werde nicht um den Zähler der Schleife;188.745;52.171;136.573;52.171;64.0;10.921875;64
60e3920a39df484c9539862682c3c779;1;1;concatlists;semantic;normal;success;21;21;"result[index + length] = second;";Beim zweiten Durchlauf der Schleife würde first den second Wert vom ersten Durchlauf der Schleife überschreiben und nur der letzte Wert der zweiten Liste würde als erstes Element nach der ersten Liste gespeichert werden;289.169;132.797;156.372;132.797;77.0;13.766233766233766;77
60e3920a39df484c9539862682c3c779;2;2;parsequerystring;semantic;abbrev;success;19;19;"string pmt = stt[1];";"Der Bisherige Code gibt als value des Query String Parameters immer das zweite komplette KeyValuePair als String aus : ""key=value""";251.185;87.6;163.585;87.6;72.0;13.527777777777779;72
60e3920a39df484c9539862682c3c779;3;0;countchildren;syntactic;normal;success;17;17;"int personAge = int.Parse(numbers[index]);";;110.18;11.929;98.251;11.929;67.0;12.223880597014926;67
60e3920a39df484c9539862682c3c779;4;1;codestructure;syntactic;abbrev;success;18;18;"str.Add(chr);";;132.037;13.584;118.453;13.584;64.0;12.125;64
60e3920a39df484c9539862682c3c779;5;2;readini;syntactic;single;success;21;21;"c.Add(g, h);";;81.231;8.927;72.304;8.927;18.0;12.5;18
6998b38b9e9f4c069aaf4999b68014df;0;0;concatlists;semantic;single;success;21;21;"e[d + f + 1] = h;";;221.132;43.07;89.862;131.269;178.0;14.073033707865168;178
6998b38b9e9f4c069aaf4999b68014df;1;1;histogram;semantic;abbrev;success;18;18;"frq[chr]++;";;190.519;13.642;176.877;13.642;184.0;11.141304347826088;184
6998b38b9e9f4c069aaf4999b68014df;2;2;parsequerystring;semantic;normal;success;19;19;"string parameterValue = setting[1];";;94.438;8.712;85.726;8.712;111.0;11.747747747747749;111
6998b38b9e9f4c069aaf4999b68014df;3;0;countchildren;syntactic;abbrev;success;17;17;"int prs = int.Parse(num[idx]);";;27.243;8.922;18.321;8.922;20.0;12.25;20
6998b38b9e9f4c069aaf4999b68014df;4;1;codestructure;syntactic;single;success;18;18;"d.Add(f);";;59.994;7.643;52.351;7.643;73.0;11.643835616438356;73
6998b38b9e9f4c069aaf4999b68014df;5;2;readini;syntactic;normal;success;21;21;"settings.Add(identifier, property);";;22.932;9.508;13.424;9.508;17.0;12.0;17
8462cc5900c344efb2dd7dabc36a6eec;0;0;histogram;semantic;normal;success;18;18;"frequencies[character] += 1;";Wenn ein Zeichen gefunden wurde, muss der Zähler um 1 erhöht werden und nicht um den Index.;163.905;59.53;104.375;59.53;59.0;11.40677966101695;59
8462cc5900c344efb2dd7dabc36a6eec;1;1;parsequerystring;semantic;single;success;19;19;"string h = f[1];";c enthält Key Value Pairs, wir wollen aber den Value haben, dieser ist das zweite Element in f.;261.4;138.339;98.68;162.72;188.0;10.414893617021276;188
8462cc5900c344efb2dd7dabc36a6eec;2;2;concatlists;semantic;abbrev;success;21;21;"rsl[idx + len] = scn;";Das Element aus dem zweiten Array muss in die zweite Hälfte von rsl geschrieben werden, beginnend mit dem Index len.;292.622;133.713;135.52;157.102;133.0;11.61654135338346;133
8462cc5900c344efb2dd7dabc36a6eec;3;0;codestructure;syntactic;abbrev;success;18;18;"str.Add(chr);";;321.128;30.53;258.976;62.152;284.0;12.665492957746478;284
8462cc5900c344efb2dd7dabc36a6eec;4;1;countchildren;syntactic;normal;success;17;17;"int personAge = int.Parse(numbers[index]);";;68.719;19.415;49.304;19.415;58.0;15.551724137931034;58
8462cc5900c344efb2dd7dabc36a6eec;5;2;readini;syntactic;single;success;21;21;"c.Add(g, h);";;56.912;8.176;48.736;8.176;20.0;13.1;20
a4d27d625ae84572b00e8c7f88a7e23c;0;0;parsequerystring;semantic;normal;success;19;19;"string parameterValue = setting[1];";Der Value muss aus dem setting gelesen werden;139.069;35.25;103.819;35.25;76.0;11.092105263157896;76
a4d27d625ae84572b00e8c7f88a7e23c;1;1;histogram;semantic;abbrev;success;18;18;"frq[chr]++;";Die Häufigkeit (frq) muss lediglich um 1 inkrementiert werden;109.9;41.442;68.458;41.442;48.0;11.3125;48
a4d27d625ae84572b00e8c7f88a7e23c;2;2;concatlists;semantic;single;success;21;21;"e[f + d] = h;";;366.411;118.114;126.535;239.876;300.0;10.74;300
